SUBDIVISION,YEAR,month,date,rainfall_mm,rainfall_zscore,extreme_precipitation_event,district,subdivision,population,area_sq_km,population_density,exposure_deficit_Dd,healthcare_deficit_Hd,mobility_access_deficit_Md,housing_vulnerability_Vd,month_sin,month_cos,is_monsoon,rainfall_lag_1,rainfall_lag_2,rolling_3_month_rainfall,monsoon_cumulative_rainfall,historical_extreme_count,risk_target,Qd,risk_prediction,Dd,Hd,Md,Vd,Rd,Sd,ddrps,risk_contribution,exposure_contribution,healthcare_contribution,mobility_contribution,housing_contribution,population_contribution,road_contribution,shelter_contribution,priority_category
TELANGANA,1966,4,1966-04,7.9,-0.6455978514066147,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.8660254037844387,-0.4999999999999998,0,2.6,0.0,3.500000000000057,0.0,64,0,0.2635780189845014,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5736628501018579,0.13783950678157963,0.28075119228992346,0.3486368281964227,0.1540992629490561,0.0786731923511767,0.28075119228992346,0.1540992629490561,0.0786731923511767,PRIORITY_2_HIGH
TELANGANA,1966,5,1966-05,2.7,-0.9590207310786936,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.4999999999999999,-0.8660254037844387,0,7.9,2.6,4.400000000000056,0.0,64,0,0.2072743844755953,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5567717597491861,0.111683671337522,0.2892684950937737,0.35921361474576136,0.15877425675293588,0.08105994410932615,0.2892684950937737,0.15877425675293588,0.08105994410932615,PRIORITY_2_HIGH
TELANGANA,1966,6,1966-06,67.2,-1.297971459271939,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,1.2246467991473532e-16,-1.0,1,2.7,7.9,25.93333333333339,67.2,64,0,0.2544465597441696,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5709234123297584,0.13370263845850994,0.28209830889197585,0.35030967758138737,0.1548386709415548,0.07905068661108812,0.28209830889197585,0.1548386709415548,0.07905068661108812,PRIORITY_2_HIGH
TELANGANA,1966,7,1966-07,294.0,0.4841104735192071,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-0.4999999999999997,-0.8660254037844388,1,67.2,2.7,121.30000000000004,361.2,64,0,0.3469058281947337,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5986611928649276,0.1738408100614818,0.2690278427519587,0.33407877283994425,0.14766452794985813,0.07538802969281856,0.2690278427519587,0.14766452794985813,0.07538802969281856,PRIORITY_2_HIGH
TELANGANA,1966,8,1966-08,216.3,0.0142173313895058,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-0.8660254037844385,-0.5000000000000004,1,294.0,67.2,192.50000000000009,577.5,64,0,0.381478806032954,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.6090330862163937,0.18791038208081806,0.2644462722085298,0.3283893785781036,0.14514978655861796,0.07410416415446158,0.2644462722085298,0.14514978655861796,0.07410416415446158,PRIORITY_2_HIGH
TELANGANA,1966,9,1966-09,254.4,1.0379863736407977,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-1.0,-1.8369701987210292e-16,1,216.3,294.0,254.9000000000001,831.9,64,0,0.3310028427656303,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5938902972361966,0.16720403013783497,0.27118902259165895,0.33676252594649225,0.14885076056273425,0.0759936439231533,0.27118902259165895,0.14885076056273425,0.0759936439231533,PRIORITY_2_HIGH
TELANGANA,1966,10,1966-10,39.5,-0.5799063571847134,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-0.8660254037844386,0.5000000000000001,1,254.4,216.3,170.06666666666672,871.4,64,0,0.4333565674343549,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.624596414636814,0.20814555623801723,0.2578569546562714,0.3202067640977844,0.14153302906648335,0.0722576799311053,0.2578569546562714,0.14153302906648335,0.0722576799311053,PRIORITY_2_HIGH
TELANGANA,1966,11,1966-11,34.9,0.5571788629506848,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-0.5000000000000004,0.8660254037844384,0,39.5,254.4,109.60000000000008,0.0,64,1,0.6652135785909076,1,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.6941535179837798,0.2874927023088406,0.23201860316671555,0.28812069943793944,0.12735082421854296,0.06501715646192643,0.23201860316671555,0.12735082421854296,0.06501715646192643,PRIORITY_2_HIGH
TELANGANA,1966,12,1966-12,31.7,2.558755760119062,1,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-2.4492935982947064e-16,1.0,0,34.9,39.5,35.366666666666724,0.0,64,0,0.1491972093540764,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5393486072127305,0.08298744333031072,0.29861304322677085,0.3708176745377947,0.16390331058932991,0.08367850977490995,0.29861304322677085,0.16390331058932991,0.08367850977490995,PRIORITY_2_HIGH
TELANGANA,1967,1,1967-01,0.3,-0.5332822032768617,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.4999999999999999,0.8660254037844387,0,31.7,34.9,22.30000000000005,0.0,65,0,0.292189121930122,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5822461809855441,0.15054926581943565,0.2766124269073026,0.3434973093795052,0.15182756931962235,0.07751341139926866,0.2766124269073026,0.15182756931962235,0.07751341139926866,PRIORITY_2_HIGH
TELANGANA,1967,2,1967-02,0.0,-0.6364173368307559,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.8660254037844386,0.5000000000000001,0,0.3,31.7,10.666666666666725,0.0,65,1,0.6166901980477338,1,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.6795965038208277,0.2722307364029479,0.23698846105103175,0.2942922689163896,0.13007868952407586,0.06640982939094128,0.23698846105103175,0.13007868952407586,0.06640982939094128,PRIORITY_2_HIGH
TELANGANA,1967,3,1967-03,62.7,2.6666862510173304,1,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,1.0,6.123233995736766e-17,0,0.0,0.3,21.000000000000057,0.0,65,0,0.084141023229193,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5198317513752654,0.04855860846589466,0.30982433916687485,0.38473986174080727,0.170056988609296,0.08682018278013419,0.30982433916687485,0.170056988609296,0.08682018278013419,PRIORITY_2_HIGH
TELANGANA,1967,4,1967-04,8.5,-0.6079361573357182,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.8660254037844387,-0.4999999999999998,0,62.7,0.0,23.73333333333339,0.0,66,0,0.2532892421529444,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5705762170523908,0.13317549705572668,0.2822699655365344,0.3505228408011393,0.15493289017599873,0.07909878890445884,0.2822699655365344,0.15493289017599873,0.07909878890445884,PRIORITY_2_HIGH
TELANGANA,1967,5,1967-05,1.1,-1.0266946772027508,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.4999999999999999,-0.8660254037844387,0,8.5,62.7,24.10000000000005,0.0,66,0,0.2836584762696121,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5796869872873911,0.14679912311142432,0.27783361141391494,0.34501377628942403,0.1524978554575328,0.07785561647701514,0.27783361141391494,0.1524978554575328,0.07785561647701514,PRIORITY_2_HIGH
TELANGANA,1967,6,1967-06,166.7,0.4257027034065454,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,1.2246467991473532e-16,-1.0,1,1.1,8.5,58.76666666666672,166.7,66,0,0.2621190543826741,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5732251607213097,0.13718119917143917,0.2809655614797602,0.3489030318545377,0.15421692632880307,0.07873326372030832,0.2809655614797602,0.15421692632880307,0.07873326372030832,PRIORITY_2_HIGH
TELANGANA,1967,7,1967-07,320.8,0.763119464353637,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-0.4999999999999997,-0.8660254037844388,1,166.7,1.1,162.8666666666667,487.5,66,0,0.3205569774674983,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.590756537646757,0.16278633495189396,0.2726275867573591,0.3385489349152165,0.149640362472636,0.07639676397544774,0.2726275867573591,0.149640362472636,0.07639676397544774,PRIORITY_2_HIGH
TELANGANA,1967,8,1967-08,183.7,-0.3592989641904254,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-0.8660254037844385,-0.5000000000000004,1,320.8,166.7,223.73333333333332,671.2,66,0,0.2740392250203752,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.57680121191262,0.1425305016405927,0.27922363169064635,0.34673990345724,0.1532608125028135,0.0782451333717124,0.27922363169064635,0.1532608125028135,0.0782451333717124,PRIORITY_2_HIGH
TELANGANA,1967,9,1967-09,139.4,-0.4749882206433554,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-1.0,-1.8369701987210292e-16,1,183.7,320.8,214.6333333333334,810.6,66,0,0.2253246708376315,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.562186845657797,0.12024009556786217,0.2864822084066641,0.35575360396142003,0.15724491427233486,0.0802791600040386,0.2864822084066641,0.15724491427233486,0.0802791600040386,PRIORITY_2_HIGH
TELANGANA,1967,10,1967-10,5.6,-1.1460033457375491,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-0.8660254037844386,0.5000000000000001,1,139.4,183.7,109.56666666666672,816.2,66,0,0.2153036611882664,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5591805427629875,0.11551027309037568,0.2880224127077415,0.3576662296493907,0.15809030461832452,0.08071076205085605,0.2880224127077415,0.15809030461832452,0.08071076205085605,PRIORITY_2_HIGH
TELANGANA,1967,11,1967-11,0.2,-0.7625945403880151,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-0.5000000000000004,0.8660254037844384,0,5.6,139.4,48.40000000000006,0.0,66,1,0.7231117170408455,1,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.7115229595187612,0.3048861729073577,0.22635464889485551,0.28108720107134416,0.12424198193170607,0.0634299811403764,0.22635464889485551,0.12424198193170607,0.0634299811403764,PRIORITY_1_CRITICAL
TELANGANA,1967,12,1967-12,53.1,4.62053885410538,1,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-2.4492935982947064e-16,1.0,0,0.2,5.6,19.63333333333339,0.0,66,0,0.0407113539178008,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5068028505818478,0.02409892904179414,0.3177893111359694,0.39463076386424667,0.1744288179854643,0.0890521582409871,0.3177893111359694,0.1744288179854643,0.0890521582409871,PRIORITY_2_HIGH
TELANGANA,1968,1,1968-01,16.5,0.6337620169801492,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.4999999999999999,0.8660254037844387,0,53.1,0.2,23.266666666666723,0.0,67,0,0.3460525812766671,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5984052187895077,0.1734874118546813,0.2691429222165047,0.33422167851803813,0.14772769299119765,0.07542027770849413,0.2691429222165047,0.14772769299119765,0.07542027770849413,PRIORITY_2_HIGH
TELANGANA,1968,2,1968-02,15.0,0.3488814479772263,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.8660254037844386,0.5000000000000001,0,16.5,53.1,28.200000000000056,0.0,67,0,0.3729137665080355,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.6064635743589182,0.18446965792788825,0.2655666986440648,0.32978072411621606,0.14576476840961675,0.07441813441317792,0.2655666986440648,0.14576476840961675,0.07441813441317792,PRIORITY_2_HIGH
TELANGANA,1968,3,1968-03,35.1,1.1971799902567126,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,1.0,6.123233995736766e-17,0,15.0,16.5,22.200000000000056,0.0,67,0,0.3934460425860759,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.6126232571823302,0.19266949053159824,0.26289653131654594,0.3264649103516264,0.14429916174997917,0.07366988972700475,0.26289653131654594,0.14429916174997917,0.07366988972700475,PRIORITY_2_HIGH
TELANGANA,1968,4,1968-04,16.0,-0.1371649814495116,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.8660254037844387,-0.4999999999999998,0,35.1,15.0,22.03333333333339,0.0,67,0,0.3543060113060049,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.600881247798309,0.17689319147890487,0.2680338750058072,0.33284446370123205,0.1471189569913601,0.07510949618047257,0.2680338750058072,0.1471189569913601,0.07510949618047257,PRIORITY_2_HIGH
TELANGANA,1968,5,1968-05,7.4,-0.760228514339275,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.4999999999999999,-0.8660254037844387,0,16.0,35.1,19.500000000000057,0.0,67,0,0.3614646763704978,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.6030288473176568,0.17982456659454163,0.26707931136569907,0.33165908658106913,0.14659501423557392,0.07484200464016197,0.26707931136569907,0.14659501423557392,0.07484200464016197,PRIORITY_2_HIGH
TELANGANA,1968,6,1968-06,87.6,-0.9445749475268024,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,1.2246467991473532e-16,-1.0,1,7.4,16.0,37.00000000000006,87.6,67,0,0.3021405410110656,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5852316067098272,0.1548825451586331,0.2752013516486074,0.3417450361352658,0.15105305557470464,0.07711799439553721,0.2752013516486074,0.15105305557470464,0.07711799439553721,PRIORITY_2_HIGH
TELANGANA,1968,7,1968-07,188.6,-0.6131860799863488,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-0.4999999999999997,-0.8660254037844388,1,87.6,7.4,94.53333333333336,276.2,67,0,0.3567088966167219,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.601602113391524,0.17787947353266315,0.26771270526455276,0.33244563511927544,0.14694267271628658,0.07501949674494035,0.26771270526455276,0.14694267271628658,0.07501949674494035,PRIORITY_2_HIGH
TELANGANA,1968,8,1968-08,52.3,-1.8648217015892887,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-0.8660254037844385,-0.5000000000000004,1,188.6,87.6,109.50000000000006,328.5,67,0,0.2556282898720219,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5712779313681141,0.13424023825941991,0.2819232466080189,0.3500922852386593,0.15474258241310399,0.07900162997618355,0.2819232466080189,0.15474258241310399,0.07900162997618355,PRIORITY_2_HIGH
TELANGANA,1968,9,1968-09,231.4,0.7353914547839671,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-1.0,-1.8369701987210292e-16,1,52.3,188.6,157.4333333333334,559.9,67,0,0.4269210846354669,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.6226657697971476,0.20569032303712728,0.2586564689623915,0.32119960095632044,0.14197186804089845,0.07248172294328224,0.2586564689623915,0.14197186804089845,0.07248172294328224,PRIORITY_2_HIGH
TELANGANA,1968,10,1968-10,82.7,0.1414915751304046,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-0.8660254037844386,0.5000000000000001,1,231.4,52.3,122.13333333333338,642.6,67,0,0.3599855494408686,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.6025851092387681,0.17922059703148496,0.2672759860872489,0.33190331724861594,0.14670296544099656,0.0748971175964878,0.2672759860872489,0.14670296544099656,0.0748971175964878,PRIORITY_2_HIGH
TELANGANA,1968,11,1968-11,15.8,-0.1692670161204727,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-0.5000000000000004,0.8660254037844384,0,82.7,231.4,109.96666666666674,0.0,67,0,0.3839487346306533,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.6097740647957035,0.18889720824518003,0.26412492528483433,0.32799032997099326,0.14497340503130005,0.0740141150681758,0.26412492528483433,0.14497340503130005,0.0740141150681758,PRIORITY_2_HIGH
TELANGANA,1968,12,1968-12,0.1,-0.4857463786644725,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-2.4492935982947064e-16,1.0,0,15.8,82.7,32.866666666666724,0.0,67,0,0.3720187253873576,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.6061950620227148,0.1841084211453723,0.2656843306373979,0.3299267995245361,0.145829334487944,0.07445109770840977,0.2656843306373979,0.145829334487944,0.07445109770840977,PRIORITY_2_HIGH
TELANGANA,1969,1,1969-01,2.2,-0.3964066465800518,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.4999999999999999,0.8660254037844387,0,0.1,15.8,6.033333333333391,0.0,67,0,0.1373622658380953,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5357981241579362,0.07691083100950401,0.3005918118754961,0.3732749094289423,0.16498942099131308,0.08423300803099885,0.3005918118754961,0.16498942099131308,0.08423300803099885,PRIORITY_2_HIGH
TELANGANA,1969,2,1969-02,0.0,-0.6364173368307559,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.8660254037844386,0.5000000000000001,0,2.2,0.1,0.7666666666667236,0.0,67,0,0.1936061692047233,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5526712951679245,0.10509293719124661,0.2914146807334398,0.36187874805483455,0.15995225932000193,0.08166135660653975,0.2914146807334398,0.15995225932000193,0.08166135660653975,PRIORITY_2_HIGH
TELANGANA,1969,3,1969-03,1.4,-0.5971084513241867,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,1.0,6.123233995736766e-17,0,0.0,2.2,1.2000000000000568,0.0,67,0,0.2013417302369864,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5549919634776034,0.10883494168863588,0.2901961463277695,0.360365572040243,0.15928342777467427,0.08131989415039878,0.2901961463277695,0.15928342777467427,0.08131989415039878,PRIORITY_2_HIGH
TELANGANA,1969,4,1969-04,9.6,-0.5388897182057413,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.8660254037844387,-0.4999999999999998,0,1.4,0.0,3.6666666666667234,0.0,67,0,0.2003860281600235,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5547052528545146,0.10837432502199627,0.29034614006949727,0.360551834267444,0.15936575663268798,0.08136192598078272,0.29034614006949727,0.15936575663268798,0.08136192598078272,PRIORITY_2_HIGH
TELANGANA,1969,5,1969-05,53.3,1.1811678150946208,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.4999999999999999,-0.8660254037844387,0,9.6,1.4,21.43333333333339,0.0,67,0,0.3031260564931337,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5855272613544477,0.15530927660735905,0.27506239218113027,0.34157247626973525,0.15097678323070013,0.07707905463245135,0.27506239218113027,0.15097678323070013,0.07707905463245135,PRIORITY_2_HIGH
TELANGANA,1969,6,1969-06,103.2,-0.6743305561922861,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,1.2246467991473532e-16,-1.0,1,53.3,9.6,55.36666666666672,103.2,67,0,0.3707151084506687,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.6058039769417081,0.18358171113506047,0.2658558468046884,0.33013978829961776,0.1459234766169506,0.07449916063669343,0.2658558468046884,0.1459234766169506,0.07449916063669343,PRIORITY_2_HIGH
TELANGANA,1969,7,1969-07,265.5,0.1874031511766232,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-0.4999999999999997,-0.8660254037844388,1,103.2,53.3,140.6666666666667,368.7,67,0,0.4234446421888582,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.621622837063165,0.20435766358463522,0.25909043193465303,0.32173849617158184,0.14221006248497986,0.07260332973722514,0.25909043193465303,0.14221006248497986,0.07260332973722514,PRIORITY_2_HIGH
TELANGANA,1969,8,1969-08,186.4,-0.32836356547675,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-0.8660254037844385,-0.5000000000000004,1,265.5,103.2,185.0333333333334,555.1,67,0,0.3154323441217439,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5892191476430307,0.16060187794140443,0.2733389263687481,0.33943227643858587,0.15003080394833354,0.07659609833131409,0.2733389263687481,0.15003080394833354,0.07659609833131409,PRIORITY_2_HIGH
TELANGANA,1969,9,1969-09,278.8,1.3590001136454355,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-1.0,-1.8369701987210292e-16,1,186.4,265.5,243.56666666666675,833.9000000000001,67,0,0.4221675977499103,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.6212397237314806,0.20386699763108732,0.2592502108302974,0.32193690960283333,0.14229776223739335,0.07264810360154307,0.2592502108302974,0.14229776223739335,0.07264810360154307,PRIORITY_2_HIGH
TELANGANA,1969,10,1969-10,56.1,-0.3027025220821449,0,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-0.8660254037844386,0.5000000000000001,1,278.8,186.4,173.76666666666674,890.0000000000001,67,1,0.6575026261459314,1,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.6918402322502869,0.2851103127539956,0.2327943969003451,0.28908408008975855,0.12777664339878478,0.06523455240291196,0.2327943969003451,0.12777664339878478,0.06523455240291196,PRIORITY_2_HIGH
TELANGANA,1969,11,1969-11,64.4,1.679176424866871,1,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-0.5000000000000004,0.8660254037844384,0,56.1,278.8,133.10000000000008,0.0,67,1,0.820705080821942,1,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.7408009686530901,0.3323585299444928,0.2174086381997956,0.2699780450663497,0.11933167810289992,0.06092309518755977,0.2174086381997956,0.11933167810289992,0.06092309518755977,PRIORITY_1_CRITICAL
TELANGANA,1969,12,1969-12,26.2,2.0288582359637,1,Medak,TELANGANA,3033288,2740.89,1106.6799470245066,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,-2.4492935982947064e-16,1.0,0,64.4,56.1,48.900000000000055,0.0,68,0,0.1642063811221876,0,0.6442261277841768,0.9999999999999996,0.5893401594862919,0.4513188853751964,0.5893401594862919,0.4513188853751964,0.5438513587431638,0.09057973771492048,0.29614071270657005,0.367747534518849,0.1625462929830219,0.08298570368926178,0.29614071270657005,0.1625462929830219,0.08298570368926178,PRIORITY_2_HIGH
